trans_date_trans_time,cc_num,amt,unix_time,is_fraud,category,merch_lat,merch_long,gender,street,city,zip,job,dob
2024-09-07 09:28:45.774989000,1749703281484585,54.33,1729478859,0,Apparel,75.41967884170802,151.0070264380201,M,740 Test St,Test City,31750.0,Engineer,1966-09-23
2024-04-30 02:19:12.541442048,3075507544386687,414.95,1675424398,0,Electronics,-5.005953445524312,146.87384731884595,M,1st Ave,New York,32815.0,Lawyer,1966-11-15
2024-10-15 05:50:04.307430000,6452593798881681,67.77,1703705305,0,Electronics,-16.72838041637803,146.74382358294196,M,716 Test St,Test City,26533.0,Lawyer,1989-05-03
2024-04-30 02:19:12.541442048,3752485994643137,336.2,1700671578,0,Groceries,56.70517035971261,106.3284407704616,M,Maple St,Los Angeles,99994.0,Lawyer,1993-04-16
2024-08-26 23:22:43.974226000,2216115740900538,67.03,1706918453,0,Apparel,-17.917907867471598,15.543522879757631,F,111 Test St,Test City,51104.0,Clerk,1982-12-09
2024-09-07 03:03:59.851661000,7184673287835802,382.17,1721674438,0,Groceries,7.226804365987036,-163.67033330540664,M,944 Test St,Test City,65392.0,Lawyer,1968-01-08
2024-07-18 16:58:32.004678000,4936974159985826,196.47,1708250769,0,Entertainment,51.54434389615688,35.550431764943085,F,676 Test St,Test City,24207.0,Lawyer,1988-03-09
2024-05-12 11:18:44.298823000,4959377667381201,24.32,1729251573,0,Groceries,-8.21197342866131,-29.061472035387425,M,565 Test St,Test City,43125.0,Doctor,1950-06-01
2024-09-19 19:51:52.240065000,8331738445365884,205.94,1704780349,0,Groceries,-8.21197342866131,-29.061472035387425,F,135 Test St,Test City,50086.0,Lawyer,1994-05-22
2024-06-01 23:49:51.223023000,9677820889829059,466.58,1718035711,0,Groceries,-69.8131281842011,122.13802854822,M,32 Test St,Test City,54954.0,Engineer,1988-10-02
2024-02-25 16:49:33.210666000,5683588910067478,74.18,1714191197,0,Groceries,67.32664769991092,-68.9949147777756,M,709 Test St,Test City,23804.0,Teacher,1991-10-07
2024-04-30 02:19:12.541442048,2422124445285450,237.6,1697698546,0,Groceries,-63.53947625728404,-101.9930264718414,F,Maple St,New York,43320.0,Teacher,1955-02-04
2023-12-29 00:12:49.734038000,3500063546390073,491.96,1699041844,0,Groceries,0.0671885875949556,15.165293076852493,M,217 Test St,Test City,10275.0,Teacher,1993-07-09
2024-10-24 06:11:12.101327000,2454540781729293,257.6,1729328503,0,Electronics,39.54974326675128,-118.41519489151136,F,404 Test St,Test City,94080.0,Lawyer,1993-05-17
2024-06-16 08:24:45.574535000,8154422617065596,331.67,1704590474,0,Apparel,88.04233454966248,-152.8800755184934,F,848 Test St,Test City,99885.0,Doctor,1997-07-11
2024-04-30 02:19:12.541442048,7080440013134134,163.34,1696463052,0,Travel,58.68090179673305,-140.56922218542377,M,Broadway,Chicago,13043.0,Nurse,2003-06-17
2024-04-15 22:03:52.982972000,2703762170382222,224.61,1708553579,0,Apparel,0.5115067976039995,-134.1933430640006,M,166 Test St,Test City,40352.0,Clerk,1962-02-14
2024-04-30 02:19:12.541442048,3885233191216654,108.8,1680191645,0,Apparel,-61.315034940059576,-49.02547890057431,F,1st Ave,Houston,62120.0,Engineer,1960-09-25
2024-01-30 23:09:37.259975000,8271493014183141,224.39,1711250060,0,Electronics,87.97582122185094,73.47387297180416,M,127 Test St,Test City,19576.0,Engineer,1991-09-13
2024-04-30 02:19:12.541442048,8762616823588383,145.46,1703192178,0,Groceries,-41.65488574514497,90.05157388576708,F,Broadway,New York,49821.0,Doctor,1962-07-25
2023-11-01 04:44:43.707681000,9869406508582321,455.07,1714094129,0,Travel,-19.65636715340061,16.66810179444255,F,849 Test St,Test City,53845.0,Lawyer,1963-08-16
2024-05-08 17:18:35.429521000,8331738445365884,61.86,1705993143,0,Electronics,49.82334289064852,-120.47389253984414,F,135 Test St,Test City,50086.0,Lawyer,1994-05-22
2024-05-24 11:09:30.244838000,5713842981222118,217.84,1719221509,0,Travel,-7.500568465189048,-151.9870289880573,M,398 Test St,Test City,55757.0,Teacher,1954-11-16
2024-10-27 17:26:37.684248000,4036375546186056,494.28,1701224885,0,Groceries,28.15169417407517,-26.546305301538297,F,509 Test St,Test City,69323.0,Clerk,1993-05-05
2024-03-26 10:36:24.905978000,6624740995702653,9.18,1727573884,0,Electronics,-38.54077892309248,-38.77621866796056,F,236 Test St,Test City,46797.0,Lawyer,1974-06-08
2024-04-30 02:19:12.541442048,5604654092341286,10.54,1673194425,0,Travel,46.78540530038663,2.869387620597508,F,1st Ave,Phoenix,79141.0,Teacher,1988-07-09
2024-02-08 12:07:01.292045000,2762537615033297,401.38,1726407517,0,Travel,-7.500568465189048,-151.9870289880573,M,587 Test St,Test City,85899.0,Clerk,1972-07-22
2024-10-20 00:52:29.743802000,9812171407923350,438.77,1699168079,0,Entertainment,-72.72178154395166,-42.05503760068177,F,582 Test St,Test City,76053.0,Engineer,1962-12-13
2024-02-24 03:01:13.537961000,9923816345551016,194.3,1721071390,0,Travel,-73.48012830431723,-4.613521473958741,F,423 Test St,Test City,64571.0,Lawyer,1957-12-15
2024-04-30 02:19:12.541442048,1435688235905981,77.52,1678567601,0,Travel,-51.69967850714601,-53.92826491691018,M,2nd Ave,New York,55472.0,Clerk,1968-10-12
2024-05-21 14:05:11.070774000,7149117802207092,318.09,1719464557,0,Travel,47.18266849731842,-159.7418881952124,F,664 Test St,Test City,94579.0,Clerk,1990-10-23
2024-01-26 13:51:54.754008000,2085288072766022,260.16,1724523397,0,Electronics,-82.6737493094161,18.37997667711972,M,725 Test St,Test City,62803.0,Engineer,1963-04-20
2024-03-13 12:14:09.399935000,4036375546186056,498.64,1722681226,0,Apparel,-17.917907867471598,15.543522879757631,F,509 Test St,Test City,69323.0,Clerk,1993-05-05
2023-11-21 23:01:20.600867000,3256002542736536,452.18,1716063493,0,Groceries,-44.27611476159149,-42.663280079890825,M,822 Test St,Test City,60024.0,Clerk,1966-05-04
2024-04-30 02:19:12.541442048,1827958045812711,121.75,1699903424,0,Entertainment,89.06913218571336,-115.5370875639332,F,Main St,Los Angeles,14308.0,Teacher,2003-05-19
2024-04-30 02:19:12.541442048,8704791492458466,155.58,1672815160,0,Electronics,-16.72838041637803,146.74382358294196,M,Broadway,Houston,16087.0,Nurse,1970-09-10
2024-04-30 02:19:12.541442048,3667493747126450,362.94,1675584395,0,Electronics,39.54974326675128,-118.41519489151136,F,Main St,Houston,68807.0,Engineer,1991-05-20
2024-02-16 19:18:45.081436000,4982979488642298,264.88,1722986452,0,Travel,-7.500568465189048,-151.9870289880573,F,63 Test St,Test City,32104.0,Lawyer,1952-05-25
2023-12-30 18:45:33.052358000,3256002542736536,187.35,1724689710,0,Groceries,7.226804365987036,-163.67033330540664,M,822 Test St,Test City,60024.0,Clerk,1966-05-04
2024-06-08 20:41:28.841029000,7398253344859827,247.63,1708280378,0,Groceries,-69.8131281842011,122.13802854822,F,231 Test St,Test City,32239.0,Engineer,1979-03-15
2024-01-15 19:47:10.172188000,7806070800679805,118.96,1727840899,0,Travel,-46.10552894239083,-79.92365101068057,M,430 Test St,Test City,33094.0,Clerk,1982-11-02
2023-11-06 14:03:56.350663000,7841160067409545,232.65,1716711364,0,Travel,-51.69967850714601,-53.92826491691018,F,860 Test St,Test City,86640.0,Teacher,1956-04-07
2024-08-05 00:28:26.250489000,5945421947786238,477.3,1703491068,0,Groceries,7.226804365987036,-163.67033330540664,M,560 Test St,Test City,53208.0,Teacher,1988-08-09
2024-04-30 02:19:12.541442048,4406356390122397,466.39,1697478634,0,Entertainment,-34.73183185490737,162.228092285356,F,2nd Ave,Chicago,39096.0,Artist,2001-05-01
2024-01-04 08:21:47.334012000,7978471191137699,443.88,1728534889,0,Groceries,56.70517035971261,106.3284407704616,F,781 Test St,Test City,51070.0,Lawyer,1952-11-04
2024-04-30 02:19:12.541442048,5000401729185112,146.9,1686232365,0,Groceries,79.06589427989428,40.668692758560525,F,2nd Ave,Phoenix,91383.0,Clerk,1982-05-12
2024-04-30 02:19:12.541442048,5777902325134209,283.94,1703547139,0,Travel,40.95461517742624,-91.11621941232542,M,1st Ave,Phoenix,93188.0,Clerk,1986-04-02
2024-04-30 02:19:12.541442048,9360531126114359,29.77,1691366246,0,Entertainment,51.54434389615688,35.550431764943085,M,1st Ave,Phoenix,76965.0,Doctor,1957-01-24
2024-03-18 10:24:20.965786000,1848614961725131,248.33,1728614521,0,Travel,-46.10552894239083,-79.92365101068057,F,30 Test St,Test City,88628.0,Lawyer,1968-05-20
2024-10-07 12:54:33.838759000,4491697206636527,172.42,1720511193,0,Apparel,-61.315034940059576,-49.02547890057431,F,485 Test St,Test City,61512.0,Clerk,1988-06-14
2023-11-22 04:38:12.060140000,6063136518383267,437.39,1726366315,0,Travel,79.7067731441328,112.03571661664807,M,155 Test St,Test City,99152.0,Lawyer,1991-07-27
2024-04-30 02:19:12.541442048,2619248636979924,182.39,1697118656,0,Groceries,14.838220032426989,-162.18724103375234,F,Broadway,New York,91201.0,Doctor,1975-12-29
2024-04-30 02:19:12.541442048,3374101262052418,66.77,1685909842,0,Electronics,-16.72838041637803,146.74382358294196,F,Maple St,New York,17159.0,Engineer,1996-05-22
2024-01-15 10:27:02.922727000,9568147955524817,344.68,1722970838,0,Entertainment,-86.438761259704,178.66385260859022,M,354 Test St,Test City,66562.0,Doctor,1978-05-22
2024-04-30 02:19:12.541442048,3075507544386687,321.52,1701478159,0,Apparel,20.14965279523713,164.52195339981438,M,1st Ave,New York,32815.0,Lawyer,1966-11-15
2024-08-02 11:12:03.352812000,9634433637214180,496.06,1709156329,0,Travel,46.78540530038663,2.869387620597508,F,797 Test St,Test City,24430.0,Teacher,1962-06-10
2023-11-28 19:19:19.996808000,6080363012501242,105.55,1727719973,0,Groceries,0.0671885875949556,76.43321219151005,M,390 Test St,Test City,81997.0,Teacher,1955-02-23
2024-04-30 02:19:12.541442048,9146295026237194,266.51,1686246168,1,Apparel,-55.67002510013051,-19.44591803015706,M,Maple St,Houston,11399.0,Artist,1999-01-08
2023-12-23 10:16:21.958110000,2703762170382222,90.88,1722001686,0,Electronics,31.73006966153801,-67.77740733493759,M,166 Test St,Test City,40352.0,Clerk,1962-02-14
2024-05-22 18:48:25.895687000,7905548492308846,75.26,1699182899,0,Apparel,-66.674507917154,-13.259892702933854,F,453 Test St,Test City,65150.0,Clerk,1953-03-15
2024-04-13 11:48:51.109556000,3069163699237907,75.08,1708236584,0,Apparel,33.52105454215821,-105.89801217179304,F,782 Test St,Test City,43900.0,Engineer,1964-08-01
2024-04-30 02:19:12.541442048,2186656889233177,450.84,1692651233,0,Apparel,-56.55747588023847,33.520959419427044,M,Maple St,Phoenix,36175.0,Clerk,1969-02-17
2024-02-15 04:56:53.745397000,9310078623566331,53.86,1720784651,0,Electronics,86.6518698487038,6.308468691848049,F,994 Test St,Test City,74724.0,Lawyer,1971-08-07
2024-08-04 16:17:50.079883000,9568147955524817,464.63,1698915760,0,Apparel,75.41967884170802,151.0070264380201,M,354 Test St,Test City,66562.0,Doctor,1978-05-22
2024-07-16 19:37:15.691312000,9634433637214180,283.19,1727301753,0,Electronics,-16.72838041637803,146.74382358294196,F,797 Test St,Test City,24430.0,Teacher,1962-06-10
2024-04-08 15:03:14.526555000,4036375546186056,342.2,1710115262,0,Apparel,-86.22921534229609,-117.72684367017422,F,509 Test St,Test City,69323.0,Clerk,1993-05-05
2023-12-08 05:45:25.117071000,7905548492308846,249.53,1717958288,0,Electronics,86.6518698487038,6.308468691848049,F,453 Test St,Test City,65150.0,Clerk,1953-03-15
2024-04-30 02:19:12.541442048,6971877378388979,96.69,1684641194,0,Travel,62.64173498728283,-161.97879776419842,F,Elm St,Phoenix,21161.0,Doctor,1985-02-08
2024-04-25 20:15:04.636871000,1524881038986874,154.03,1726217092,1,Electronics,73.71857847753185,36.9015850564698,M,743 Test St,Test City,28446.0,Clerk,1960-08-10
2024-10-12 02:57:30.447814000,4212822705918308,374.12,1714256399,0,Groceries,7.226804365987036,-163.67033330540664,F,864 Test St,Test City,36566.0,Teacher,1966-12-16
2024-02-23 11:03:28.375207000,1749703281484585,93.84,1724053318,0,Groceries,46.32847847450455,-55.8779682013664,M,740 Test St,Test City,31750.0,Engineer,1966-09-23
2024-04-30 02:19:12.541442048,5052353373161446,379.94,1685196627,0,Groceries,-87.22722358449664,119.07480329226809,F,2nd Ave,Los Angeles,67941.0,Artist,1987-10-20
2023-12-04 15:46:19.030201000,9888098878441591,316.15,1717251847,0,Travel,-46.10552894239083,-79.92365101068057,M,778 Test St,Test City,71102.0,Doctor,1985-11-07
2024-04-30 02:19:12.541442048,6721272427443861,438.87,1676715158,0,Groceries,29.7596419234222,-16.648430317074684,M,1st Ave,Los Angeles,93630.0,Artist,1963-10-30
2024-04-30 02:19:12.541442048,7226611618681468,201.97,1701546421,0,Travel,-13.782030156854788,88.33761530797369,F,Broadway,Los Angeles,80537.0,Lawyer,1989-12-26
2024-10-24 16:04:56.652725000,2660874889102052,428.25,1714732663,1,Travel,-71.4772913272537,-30.29339434798345,F,542 Test St,Test City,49059.0,Engineer,1985-08-27
2024-04-30 02:19:12.541442048,6188146819318384,302.16,1697182961,0,Electronics,86.6518698487038,6.308468691848049,F,Maple St,New York,23643.0,Lawyer,1961-09-19
2024-10-06 00:06:05.202626000,8154422617065596,253.19,1701603470,0,Apparel,-42.51539623323934,160.57881794239506,F,848 Test St,Test City,99885.0,Doctor,1997-07-11
2024-04-30 02:19:12.541442048,3548922216291042,341.65,1698745193,0,Apparel,-34.824300756255504,9.043276780820436,M,Maple St,New York,39897.0,Clerk,1979-05-07
2024-04-30 02:19:12.541442048,9599468088498255,38.69,1689165835,0,Groceries,-27.531230030837182,-129.20391478137458,M,Elm St,Chicago,59505.0,Doctor,2006-03-27
2024-03-19 10:12:49.735623000,7149117802207092,198.54,1720968037,0,Apparel,-61.315034940059576,-49.02547890057431,F,664 Test St,Test City,94579.0,Clerk,1990-10-23
2024-04-30 02:19:12.541442048,7460144084731973,400.61,1683521102,0,Groceries,67.32664769991092,-68.9949147777756,F,Broadway,Los Angeles,48217.0,Lawyer,1993-06-18
2024-03-20 12:37:01.053163000,7381324965140812,60.54,1704653940,0,Groceries,-27.531230030837182,-129.20391478137458,M,382 Test St,Test City,39192.0,Teacher,1998-10-18
2024-04-30 02:19:12.541442048,2186656889233177,254.02,1696193191,0,Electronics,69.80673803130304,117.75738121871323,M,Maple St,Phoenix,36175.0,Clerk,1969-02-17
2024-04-30 02:19:12.541442048,1468566283251822,111.02,1672983082,0,Electronics,-38.54077892309248,-38.77621866796056,M,Main St,Phoenix,48831.0,Artist,2003-06-09
2023-10-30 09:33:33.281486000,1161443308007682,314.16,1728883512,0,Groceries,46.32847847450455,-55.8779682013664,F,393 Test St,Test City,54596.0,Engineer,1971-03-24
2024-04-30 02:19:12.541442048,5700571374994535,173.33,1676233933,0,Entertainment,-72.72178154395166,-42.05503760068177,M,Maple St,Houston,75484.0,Lawyer,1991-03-08
2024-06-24 06:37:14.910366000,9568147955524817,124.59,1701803584,0,Electronics,69.80673803130304,117.75738121871323,M,354 Test St,Test City,66562.0,Doctor,1978-05-22
2024-05-08 15:11:02.629672000,7905548492308846,251.75,1724890648,0,Groceries,0.0671885875949556,-20.26169594424536,F,453 Test St,Test City,65150.0,Clerk,1953-03-15
2024-09-23 03:09:47.234899000,6452593798881681,357.93,1727223917,0,Apparel,20.14965279523713,164.52195339981438,M,716 Test St,Test City,26533.0,Lawyer,1989-05-03
2024-09-17 17:43:18.651880000,2039948905931857,362.41,1703608704,0,Apparel,-66.674507917154,-13.259892702933854,M,907 Test St,Test City,79982.0,Engineer,1981-04-12
2024-05-27 19:03:05.047895000,3530953117040257,428.58,1727861640,0,Travel,-46.10552894239083,-79.92365101068057,M,10 Test St,Test City,61807.0,Lawyer,1997-11-06
2024-04-30 02:19:12.541442048,5079509814473311,47.13,1697468686,0,Electronics,-26.58433665786434,132.9141057936119,M,Main St,Phoenix,84659.0,Artist,1980-07-28
2024-07-12 10:55:14.866919000,7398253344859827,407.26,1720922310,0,Electronics,86.6518698487038,6.308468691848049,F,231 Test St,Test City,32239.0,Engineer,1979-03-15
2024-04-30 02:19:12.541442048,5552705659737069,153.24,1673557530,0,Electronics,68.77535645120233,-129.91125924167875,F,Main St,Los Angeles,95683.0,Lawyer,2002-03-07
2024-04-25 20:50:50.334906000,3069163699237907,369.88,1720381771,0,Electronics,-38.54077892309248,-38.77621866796056,F,782 Test St,Test City,43900.0,Engineer,1964-08-01
2024-04-30 02:19:12.541442048,5745216546804560,122.34,1675933836,0,Entertainment,86.43020454790332,108.18764316924928,F,Main St,Houston,55354.0,Artist,1973-09-26
2024-03-11 21:51:42.277276000,5160492334012253,222.51,1728198788,0,Groceries,-69.8131281842011,122.13802854822,M,670 Test St,Test City,87713.0,Clerk,1987-06-10
2024-07-25 01:19:57.305114000,4936974159985826,289.56,1709979323,0,Travel,-47.34271650763817,75.54811793589215,F,676 Test St,Test City,24207.0,Lawyer,1988-03-09
2024-09-02 06:14:40.623539000,1135476141630558,221.96,1729168956,0,Groceries,-79.37573671650925,172.18212748118322,M,299 Test St,Test City,54636.0,Clerk,1970-09-18
2024-04-23 21:24:58.475138000,7149117802207092,482.22,1700562745,0,Electronics,68.77535645120233,-129.91125924167875,F,664 Test St,Test City,94579.0,Clerk,1990-10-23
2024-01-06 10:59:57.806698000,7149117802207092,238.6,1703940932,0,Groceries,-23.358542258596827,-178.25621504842638,F,664 Test St,Test City,94579.0,Clerk,1990-10-23
2024-02-02 07:39:52.071852000,1370124048381084,245.69,1714260597,0,Travel,-13.782030156854788,88.33761530797369,M,27 Test St,Test City,86341.0,Clerk,1958-08-09
2024-03-07 01:49:33.035524000,2762537615033297,122.41,1727444890,0,Groceries,67.32664769991092,-68.9949147777756,M,587 Test St,Test City,85899.0,Clerk,1972-07-22
2024-03-25 01:26:30.884230000,6905316705853865,63.12,1705672011,0,Travel,-3.1376392142395133,-1.0539371291183386,M,565 Test St,Test City,93222.0,Engineer,1950-01-27
2024-04-15 21:59:44.833405000,3530953117040257,315.98,1711133813,0,Electronics,-16.72838041637803,146.74382358294196,M,10 Test St,Test City,61807.0,Lawyer,1997-11-06
2024-04-30 02:19:12.541442048,7690946116511013,421.43,1677600694,0,Electronics,-25.158214700976583,-131.70660301011432,F,Maple St,Phoenix,31342.0,Doctor,1978-03-23
2024-04-30 02:19:12.541442048,2616871589182697,291.5,1697439231,0,Entertainment,-68.19871354671864,-107.53671150242468,F,Elm St,Phoenix,71775.0,Doctor,1967-07-10
2024-01-17 11:49:14.492002000,2254130849964395,170.38,1729543783,0,Groceries,56.70517035971261,106.3284407704616,M,600 Test St,Test City,70216.0,Doctor,1991-07-23
2024-04-30 02:19:12.541442048,8668206855068766,454.69,1682837362,0,Travel,-71.4772913272537,-30.29339434798345,F,Broadway,New York,52617.0,Doctor,1995-06-22
2024-04-30 02:19:12.541442048,7780269161855201,486.93,1691488871,0,Entertainment,88.09979154289479,-68.06583980919721,F,Elm St,Houston,19382.0,Teacher,1964-11-15
2024-04-30 02:19:12.541442048,7126865529607526,249.93,1700716416,0,Groceries,-8.21197342866131,-29.061472035387425,F,2nd Ave,Los Angeles,55731.0,Doctor,1986-12-06
2024-02-08 17:46:29.318938000,2039948905931857,177.33,1711319824,0,Groceries,67.32664769991092,-68.9949147777756,M,907 Test St,Test City,79982.0,Engineer,1981-04-12
2024-10-24 04:59:36.372979000,8331738445365884,144.43,1723875466,0,Groceries,-8.21197342866131,-29.061472035387425,F,135 Test St,Test City,50086.0,Lawyer,1994-05-22
2024-07-15 05:43:59.432363000,4491697206636527,278.39,1721825362,0,Travel,58.68090179673305,-140.56922218542377,F,485 Test St,Test City,61512.0,Clerk,1988-06-14
2023-12-01 06:40:28.004233000,5620482878723130,218.34,1706949620,0,Apparel,57.51766546394995,-155.8947055801055,M,109 Test St,Test City,40093.0,Doctor,1974-10-09
2024-06-09 01:15:11.598471000,1370124048381084,406.72,1707145644,0,Travel,-47.34271650763817,75.54811793589215,M,27 Test St,Test City,86341.0,Clerk,1958-08-09
2024-09-22 18:47:44.786722000,1370124048381084,123.63,1726476212,0,Apparel,57.51766546394995,-155.8947055801055,M,27 Test St,Test City,86341.0,Clerk,1958-08-09
2023-11-10 12:01:53.354599000,7315730726537328,163.39,1727973964,0,Apparel,0.5115067976039995,-134.1933430640006,M,619 Test St,Test City,40861.0,Lawyer,1950-01-20
2024-02-07 19:40:09.798821000,1254144954119050,430.38,1706253519,0,Electronics,73.71857847753185,36.9015850564698,F,760 Test St,Test City,66710.0,Teacher,1955-08-27
2024-03-20 20:49:53.561514000,5713842981222118,179.14,1712456524,0,Apparel,-56.55747588023847,33.520959419427044,M,398 Test St,Test City,55757.0,Teacher,1954-11-16
2023-11-20 03:29:04.693735000,7905548492308846,149.35,1719338558,0,Apparel,83.30170819524614,145.56673008825447,F,453 Test St,Test City,65150.0,Clerk,1953-03-15
2024-08-20 14:03:35.053485000,1752467965316559,314.09,1703761647,0,Electronics,-38.54077892309248,-38.77621866796056,F,135 Test St,Test City,42438.0,Doctor,1986-06-12
2024-04-30 02:19:12.541442048,7744880446278780,20.06,1680165027,0,Groceries,-79.37573671650925,172.18212748118322,M,Broadway,Phoenix,37491.0,Nurse,1957-04-12
2023-12-22 05:02:33.727820000,9923816345551016,299.15,1727238329,0,Groceries,-61.26016902797638,-23.03810829457197,F,423 Test St,Test City,64571.0,Lawyer,1957-12-15
2024-07-20 05:35:28.253089000,1752467965316559,377.02,1714388840,0,Travel,-3.1376392142395133,-1.0539371291183386,F,135 Test St,Test City,42438.0,Doctor,1986-06-12
2024-04-30 02:19:12.541442048,1272834951484696,428.39,1678952006,0,Entertainment,89.06913218571336,-115.5370875639332,F,Broadway,Los Angeles,26865.0,Engineer,1981-01-03
2024-07-02 15:43:21.675911000,5376627803764337,465.75,1721376078,0,Travel,-0.7875016140319246,-174.90023314845143,M,759 Test St,Test City,93150.0,Clerk,1965-09-25
2024-10-13 07:04:25.996481000,5713842981222118,270.48,1724347106,0,Apparel,57.51766546394995,-155.8947055801055,M,398 Test St,Test City,55757.0,Teacher,1954-11-16
2023-12-27 00:43:52.063826000,9297907707489213,168.32,1703223394,0,Groceries,0.0671885875949556,-20.26169594424536,F,501 Test St,Test City,51351.0,Clerk,2000-05-16
2024-03-23 00:54:30.072569000,2085288072766022,15.24,1722109953,0,Apparel,-53.46181981157716,153.25429593970995,M,725 Test St,Test City,62803.0,Engineer,1963-04-20
2024-09-17 19:05:35.218940000,2216115740900538,442.56,1704958643,0,Travel,-46.10552894239083,-79.92365101068057,F,111 Test St,Test City,51104.0,Clerk,1982-12-09
2024-05-31 09:36:06.285272000,3530953117040257,467.35,1723993644,0,Entertainment,31.11288565462185,119.4625024232438,M,10 Test St,Test City,61807.0,Lawyer,1997-11-06
2024-09-22 01:33:00.963309000,3256002542736536,290.18,1708951557,0,Apparel,-34.824300756255504,9.043276780820436,M,822 Test St,Test City,60024.0,Clerk,1966-05-04
2024-04-30 02:19:12.541442048,9137476998971066,129.32,1687721001,0,Electronics,-16.72838041637803,146.74382358294196,M,Main St,Los Angeles,76470.0,Teacher,1961-04-03
2024-05-23 10:00:59.500834000,9449900287862324,386.14,1727510104,0,Entertainment,36.97594182103788,31.37227545761604,F,763 Test St,Test City,95666.0,Clerk,1978-07-18
2023-12-29 21:13:53.208456000,8331738445365884,229.92,1706109402,0,Apparel,-86.22921534229609,-117.72684367017422,F,135 Test St,Test City,50086.0,Lawyer,1994-05-22
2024-01-23 22:37:58.357074000,9496565893783298,6.97,1711277990,0,Travel,79.7067731441328,112.03571661664807,F,853 Test St,Test City,78807.0,Teacher,1968-06-23
2024-04-30 02:19:12.541442048,4492355410281803,433.99,1698688183,0,Groceries,67.32664769991092,-68.9949147777756,F,Maple St,Chicago,45327.0,Doctor,1969-08-09
2024-10-04 17:26:24.027950000,1228287482773221,46.66,1706438978,0,Apparel,88.04233454966248,-152.8800755184934,F,770 Test St,Test City,41435.0,Clerk,1959-04-15
2023-11-23 06:43:57.843839000,6080363012501242,267.07,1727321276,0,Electronics,-82.6737493094161,18.37997667711972,M,390 Test St,Test City,81997.0,Teacher,1955-02-23
2024-04-30 02:19:12.541442048,7591308512129018,102.92,1690482418,0,Travel,-80.45996545485183,-81.74311296435529,F,Maple St,Los Angeles,64447.0,Lawyer,2004-02-09
2024-04-28 13:43:53.027657000,8538683793706952,450.73,1710798293,0,Electronics,-42.8461377597528,41.78491327039501,M,911 Test St,Test City,18937.0,Lawyer,1963-06-15
2024-04-30 02:19:12.541442048,3823212759487420,414.53,1673620252,0,Groceries,14.838220032426989,-162.18724103375234,F,2nd Ave,Los Angeles,37803.0,Engineer,1974-11-13
2024-04-30 02:19:12.541442048,8664856050655059,209.18,1689605739,0,Apparel,0.5115067976039995,-134.1933430640006,M,Elm St,Phoenix,58583.0,Lawyer,1973-03-19
2024-03-02 07:06:56.482976000,5376627803764337,316.91,1711039733,0,Apparel,75.41967884170802,151.0070264380201,M,759 Test St,Test City,93150.0,Clerk,1965-09-25
2024-09-13 22:22:51.622631000,8538683793706952,248.85,1720161058,1,Groceries,56.70517035971261,106.3284407704616,M,911 Test St,Test City,18937.0,Lawyer,1963-06-15
2024-08-12 20:09:11.152710000,2594497800523130,110.43,1712311654,0,Groceries,40.15614746856807,108.60618938189026,M,878 Test St,Test City,80364.0,Doctor,1998-08-08
2024-02-02 14:02:34.715659000,2039948905931857,230.62,1709029257,0,Apparel,-86.22921534229609,-117.72684367017422,M,907 Test St,Test City,79982.0,Engineer,1981-04-12
2024-10-27 01:26:26.620339000,2216115740900538,23.61,1699243142,0,Apparel,20.14965279523713,164.52195339981438,F,111 Test St,Test City,51104.0,Clerk,1982-12-09
2023-11-17 10:17:16.151581000,2454540781729293,218.34,1723028910,0,Apparel,57.51766546394995,-155.8947055801055,F,404 Test St,Test City,94080.0,Lawyer,1993-05-17
2024-04-30 02:19:12.541442048,7870390129294137,404.01,1702730433,0,Apparel,-17.917907867471598,15.543522879757631,F,Maple St,Phoenix,46124.0,Doctor,1974-09-19
2024-06-24 09:44:16.711809000,3500063546390073,24.61,1726096369,0,Groceries,-78.3474631198586,-41.900737814640735,M,217 Test St,Test City,10275.0,Teacher,1993-07-09
2024-04-30 02:19:12.541442048,7535110911009677,168.97,1693471310,0,Groceries,79.06589427989428,40.668692758560525,M,Elm St,Los Angeles,30282.0,Engineer,1955-01-03
2024-04-30 02:19:12.541442048,3571368785097130,104.8,1703734663,0,Apparel,23.79208222892042,-86.58836673314276,M,Broadway,Los Angeles,84651.0,Lawyer,1956-01-29
2024-02-05 00:41:01.443707000,8898224153494349,484.57,1722796505,0,Entertainment,51.54434389615688,35.550431764943085,M,49 Test St,Test City,58775.0,Engineer,1984-08-14
2024-03-09 13:03:51.001841000,2868617412055032,440.93,1701777312,0,Entertainment,86.43020454790332,108.18764316924928,F,844 Test St,Test City,78251.0,Doctor,1961-09-27
2024-06-04 04:05:59.638869000,5368301398305789,447.33,1725984014,1,Travel,12.74164799239712,-105.54710492320932,F,311 Test St,Test City,79203.0,Lawyer,1953-11-28
2024-04-30 02:19:12.541442048,9327130915745972,430.5,1690573629,0,Apparel,0.5115067976039995,-134.1933430640006,M,1st Ave,New York,90805.0,Artist,1987-03-04
2024-01-24 03:54:18.302282000,9994533380463029,455.64,1704749872,0,Entertainment,27.17758787626444,-64.8574350738144,F,223 Test St,Test City,75527.0,Teacher,1991-06-26
2024-05-08 16:26:26.935835000,4113345811048359,2.87,1708880715,0,Electronics,69.80673803130304,117.75738121871323,F,179 Test St,Test City,53654.0,Doctor,1961-09-26
